id,origin,destination,start_time,income,kind
0,0,0,65,417.8295094645922,Human
1,0,0,33,424.9057127261393,Human
2,0,0,51,437.8567856598078,Human
3,0,0,93,457.16351791608827,Human
4,0,0,31,465.3670128771111,Human
5,0,0,80,473.5024380788758,Human
6,0,0,61,491.0984231068265,Human
7,0,0,58,508.6019702527906,Human
8,0,0,8,541.9839687696077,Human
9,0,0,30,546.8646928603165,Human
10,0,0,27,548.7192496267361,Human
11,0,0,54,567.550811201735,Human
12,0,0,55,571.0932451196882,Human
13,0,0,41,583.3206434887895,Human
14,0,0,38,586.3474640105957,Human
15,0,0,54,595.9176043698985,Human
16,0,0,57,614.9217871931492,Human
17,0,0,57,615.3970356119416,Human
18,0,0,58,617.4453946714843,Human
19,0,0,39,626.2908344343901,Human
20,0,0,68,632.5893922142865,Human
21,0,0,84,636.6552097563458,Human
22,0,0,34,640.5426603936758,Human
23,0,0,61,646.5589615252754,Human
24,0,0,44,650.412147456106,Human
25,0,0,56,658.4091024775607,Human
26,0,0,58,676.2529471816457,Human
27,0,0,53,720.4688823460104,Human
28,0,0,58,736.5379020629116,Human
29,0,0,37,763.1985099142711,Human
30,0,0,16,777.0630287344238,Human
31,0,0,56,802.5586880039084,Human
32,0,0,41,806.3598325453933,Human
33,0,0,33,807.7368269013535,Human
34,0,0,54,813.126641713825,Human
35,0,0,24,816.2772675203604,Human
36,0,0,85,818.0604611907775,Human
37,0,0,47,832.4581618945489,Human
38,0,0,66,837.3801312568858,Human
39,0,0,51,849.0657401736111,Human
40,0,0,28,857.6590975250949,Human
41,0,0,50,861.805442805673,Human
42,0,0,87,870.7377108213431,Human
43,0,0,40,873.8892656114449,Human
44,0,0,52,877.2934597877683,Human
45,0,0,75,877.6907461205365,Human
46,0,0,69,892.1845339920479,Human
47,0,0,53,923.9636394510808,Human
48,0,0,53,931.9887487728153,Human
49,0,0,50,932.0432837729122,Human
50,0,0,43,938.3100494872764,Human
51,0,0,55,943.1907669438916,Human
52,0,0,50,946.1123250925148,Human
53,0,0,47,946.2003450753726,Human
54,0,0,32,954.0002559944874,Human
55,0,0,71,961.7772661313056,Human
56,0,0,68,968.7072844723906,Human
57,0,0,70,969.457736312404,Human
58,0,0,49,978.4447105201264,Human
59,0,0,46,985.0802174553831,Human
60,0,0,49,985.8695826897422,Human
61,0,0,44,1020.5842314575186,Human
62,0,0,53,1020.7360413649084,Human
63,0,0,37,1046.6558973464134,Human
64,0,0,57,1052.4070316009115,Human
65,0,0,52,1083.524948441525,Human
66,0,0,51,1089.3140785512585,Human
67,0,0,42,1097.8259349569896,Human
68,0,0,42,1100.389953660579,Human
69,0,0,48,1104.4445206976068,Human
70,0,0,75,1111.987968807459,Human
71,0,0,53,1117.0806745336297,Human
72,0,0,59,1122.7546975855585,Human
73,0,0,56,1135.438045570021,Human
74,0,0,53,1150.2916000513435,Human
75,0,0,59,1167.011530479414,Human
76,0,0,68,1240.6560786390864,Human
77,0,0,45,1249.5878531833848,Human
78,0,0,48,1251.6500609663929,Human
79,0,0,67,1260.3927948639828,Human
80,0,0,46,1260.6549751070208,Human
81,0,0,74,1261.43865123121,Human
82,0,0,53,1265.4739572733297,Human
83,0,0,48,1267.69032506861,Human
84,0,0,40,1275.6237969650936,Human
85,0,0,56,1282.6858023855964,Human
86,0,0,27,1293.252850487379,Human
87,0,0,45,1297.4303329633815,Human
88,0,0,39,1310.9401185904849,Human
89,0,0,74,1348.5865378412918,Human
90,0,0,42,1365.417472605012,Human
91,0,0,31,1405.7852601227096,Human
92,0,0,55,1434.2863071033526,Human
93,0,0,59,1434.4967426379471,Human
94,0,0,32,1444.5182772575097,Human
95,0,0,62,1457.5875839824732,Human
96,0,0,36,1460.8215047913693,Human
97,0,0,45,1474.5167950508735,Human
98,0,0,65,1474.807688008607,Human
99,0,0,28,1485.5718097438446,Human
100,0,0,68,1490.1599361877834,Human
101,0,0,67,1503.4428459110418,Human
102,0,0,57,1509.578116022191,Human
103,0,0,28,1527.6889462703334,Human
104,0,0,74,1530.0661682302475,Human
105,0,0,49,1552.9853059451273,Human
106,0,0,29,1567.0706205360798,Human
107,0,0,51,1572.8756307612184,Human
108,0,0,55,1596.1763216794554,Human
109,0,0,28,1597.8734280578535,Human
110,0,0,58,1614.9493849180149,Human
111,0,0,41,1614.9573615816892,Human
112,0,0,25,1628.9397076974285,Human
113,0,0,48,1635.9686818612918,Human
114,0,0,40,1691.6338586686718,Human
115,0,0,36,1703.2333497257905,Human
116,0,0,35,1716.9764066453156,Human
117,0,0,34,1718.6657268339234,Human
118,0,0,45,1794.439334206041,Human
119,0,0,74,1804.2001824470888,Human
120,0,0,45,1809.16611953512,Human
121,0,0,78,1836.3970218708375,Human
122,0,0,47,1848.7234685638712,Human
123,0,0,41,1869.7531794209297,Human
124,0,0,24,1888.2149669861096,Human
125,0,0,59,1899.102970895097,Human
126,0,0,67,1900.764377468582,Human
127,0,0,67,1921.5023446668008,Human
128,0,0,70,1922.439846447592,Human
129,0,0,44,1929.5758599688188,Human
130,0,0,38,1942.5668635563816,Human
131,0,0,31,1945.516475481125,Human
132,0,0,64,1993.780724220221,Human
133,0,0,76,2044.1603053436156,Human
134,0,0,66,2046.5713793034688,Human
135,0,0,61,2052.607856914241,Human
136,0,0,55,2078.9202215407213,Human
137,0,0,55,2088.64210540395,Human
138,0,0,45,2105.159940183184,Human
139,0,0,65,2113.1349678504243,Human
140,0,0,63,2137.1188228190404,Human
141,0,0,51,2139.4702648744856,Human
142,0,0,23,2141.869626207308,Human
143,0,0,87,2212.8825544422834,Human
144,0,0,22,2218.7455195521825,Human
145,0,0,57,2222.040577514192,Human
146,0,0,39,2255.9253983027734,Human
147,0,0,40,2276.662146114732,Human
148,0,0,34,2280.385817754286,Human
149,0,0,17,2294.767722006211,Human
150,0,0,52,2302.618320259251,Human
151,0,0,43,2318.2944376966047,Human
152,0,0,56,2326.172138461347,Human
153,0,0,49,2337.3116255789537,Human
154,0,0,67,2344.9936519099742,Human
155,0,0,38,2382.718205806423,Human
156,0,0,27,2401.1770329784995,Human
157,0,0,46,2411.397471856681,Human
158,0,0,45,2417.357356239525,Human
159,0,0,50,2421.0391237858234,Human
160,0,0,26,2436.431929205765,Human
161,0,0,59,2446.4664131825853,Human
162,0,0,23,2476.7673195544394,Human
163,0,0,58,2476.7926805910606,Human
164,0,0,67,2497.1975937909187,Human
165,0,0,43,2530.9644311939346,Human
166,0,0,35,2553.8725848963804,Human
167,0,0,61,2561.5826276178027,Human
168,0,0,21,2574.4307659940623,Human
169,0,0,73,2645.062412614309,Human
170,0,0,49,2667.9339807116767,Human
171,0,0,48,2675.3892374750885,Human
172,0,0,26,2744.255474143275,Human
173,0,0,61,2747.619709803412,Human
174,0,0,67,2753.3979495063454,Human
175,0,0,35,2756.9260540590044,Human
176,0,0,85,2793.3389947689566,Human
177,0,0,33,2797.307504072895,Human
178,0,0,49,2815.231094880572,Human
179,0,0,46,2818.3733061874163,Human
180,0,0,45,2835.850686157305,Human
181,0,0,63,2850.5966631146844,Human
182,0,0,30,2853.537244729806,Human
183,0,0,21,2857.712092786687,Human
184,0,0,45,2857.8751728516777,Human
185,0,0,69,2891.134206742707,Human
186,0,0,39,2909.5116230827134,Human
187,0,0,59,2909.8477340427667,Human
188,0,0,43,2946.490055333797,Human
189,0,0,28,2965.4163440895786,Human
