travel_time,id,kind,action,origin,destination,start_time,income,urgency,reward,cost_table
23.483333333333334,47,AV,1,0,0,53,803.0093289227823,5,-9.821529031703127,"0,0,0"
11.883333333333333,151,AV,1,0,0,32,431.5545596554155,4,-2.136794451627161,"0,0,0"
20.166666666666668,114,AV,0,0,0,51,3945.348275410578,4,-33.25188481421389,"0,0,0"
29.6,210,AV,1,0,0,65,146.50232543619936,2,-0.9034310068565627,"0,0,0"
30.766666666666666,126,AV,0,0,0,74,1770.5778625761595,1,-5.7744561359645665,"0,0,0"
10.166666666666666,160,AV,0,0,0,33,122.3951650093391,1,-0.2296198796105848,"0,0,0"
32.516666666666666,193,AV,2,0,0,74,604.6936383004129,1,-2.0481897366737942,"0,0,0"
10.383333333333333,249,AV,1,0,0,30,397.9556521399297,2,-0.8608554558443618,"0,0,0"
21.55,291,AV,0,0,0,52,316.7820495087218,1,-0.8111097048867661,"0,0,0"
23.3,279,AV,0,0,0,54,1034.2754485085857,3,-7.6308181094531395,"0,0,0"
22.2,181,AV,0,0,0,53,304.45215475794447,1,-0.8040456078777466,"0,0,0"
23.916666666666668,225,AV,0,0,0,53,2108.112350525404,3,-15.855943869812267,"0,0,0"
7.883333333333334,293,AV,1,0,0,7,1308.8239993104885,4,-4.299123275512923,"0,0,0"
9.95,174,AV,2,0,0,28,63.21977046916082,3,-0.19657397380254693,"0,0,0"
11.716666666666667,187,AV,2,0,0,29,216.68994521979357,1,-0.2644670685581855,"0,0,0"
8.983333333333333,243,AV,0,0,0,25,787.1715220388722,1,-0.8366066846856807,"0,0,0"
11.616666666666667,141,AV,1,0,0,33,448.5456012777513,1,-0.5427713265461679,"0,0,0"
32.38333333333333,162,AV,0,0,0,85,530.5096238130133,2,-3.6790979134329334,"0,0,0"
9.25,131,AV,1,0,0,27,463.5609856948989,1,-0.4466603247581057,"0,0,0"
10.433333333333334,120,AV,0,0,0,32,968.3977162602168,5,-5.362300090094581,"0,0,0"
23.116666666666667,62,AV,1,0,0,52,544.0547443550604,7,-9.170533876637641,"0,0,0"
16.95,100,AV,0,0,0,43,833.028471638836,2,-3.0416317904746393,"0,0,0"
16.583333333333332,172,AV,2,0,0,42,2533.176014567522,9,-39.38297085147944,"0,0,0"
28.65,63,AV,2,0,0,59,363.9754018210222,1,-1.086239089809613,"0,0,0"
7.566666666666666,298,AV,1,0,0,20,461.2287786839295,3,-1.0906138829297083,"0,0,0"
12.516666666666667,97,AV,1,0,0,33,2225.755620366848,2,-5.803966912831607,"0,0,0"
28.75,103,AV,1,0,0,62,494.8414322817401,2,-2.963893995437506,"0,0,0"
20.0,117,AV,1,0,0,50,1984.2288670579555,4,-16.535240558816295,"0,0,0"
25.716666666666665,271,AV,2,0,0,55,42.445954508197325,1,-0.1137050482745633,"0,0,0"
21.3,154,AV,2,0,0,49,3839.265238466288,2,-17.036739495694157,"0,0,0"
16.566666666666666,297,AV,1,0,0,43,294.53721614559083,1,-0.5082812375845785,"0,0,0"
13.916666666666666,158,AV,0,0,0,41,768.8548914264984,3,-3.4437178871933654,"0,0,0"
7.8,52,AV,1,0,0,25,218.4509775743674,1,-0.17749141927917353,"0,0,0"
12.883333333333333,106,AV,2,0,0,34,745.476369685405,1,-1.0004396419562813,"0,0,0"
14.3,170,AV,0,0,0,39,30.054552993917728,1,-0.1447687612305233,"0,0,0"
13.883333333333333,128,AV,1,0,0,39,572.4202749773186,1,-0.8278230712779625,"0,0,0"
7.483333333333333,211,AV,0,0,0,27,130.78465666521578,1,-0.2019484563241005,"0,0,0"
9.3,95,AV,1,0,0,25,566.5243744371911,2,-1.0976409754720577,"0,0,0"
19.333333333333332,178,AV,0,0,0,48,492.873449571689,10,-10.025923637207624,"0,0,0"
16.533333333333335,7,AV,0,0,0,44,920.8647338694982,3,-4.857801124992408,"0,0,0"
19.95,69,AV,1,0,0,46,840.8410612726723,1,-1.747372830457272,"0,0,0"
13.95,163,AV,2,0,0,36,57.28193915625323,10,-0.8323781783643047,"0,0,0"
16.1,24,AV,2,0,0,42,1328.242730468568,5,-11.137868729449973,"0,0,0"
24.983333333333334,29,AV,0,0,0,57,984.5536619423616,2,-5.224465066845833,"0,0,0"
23.466666666666665,179,AV,0,0,0,54,125.63623276935256,4,-1.3284431648558916,"0,0,0"
17.916666666666668,214,AV,1,0,0,44,202.1671703328395,3,-1.131925563061471,"0,0,0"
26.016666666666666,283,AV,1,0,0,57,466.6387223384215,3,-3.793870029011854,"0,0,0"
30.233333333333334,35,AV,1,0,0,68,2508.862052408416,7,-55.30821239840637,"0,0,0"
20.333333333333332,198,AV,1,0,0,49,783.8794127097556,4,-6.641200579902096,"0,0,0"
25.566666666666666,264,AV,0,0,0,57,5784.369429856904,4,-61.71960212083674,"0,0,0"
23.616666666666667,232,AV,0,0,0,55,77.3205034620968,2,-0.4804276159923304,"0,0,0"
16.333333333333332,146,AV,2,0,0,39,414.8251582270943,1,-0.7057789150391535,"0,0,0"
24.916666666666668,28,AV,0,0,0,56,128.9705579675829,5,-1.7737064597355596,"0,0,0"
20.383333333333333,269,AV,1,0,0,50,642.8051709354133,4,-5.45938002815285,"0,0,0"
31.3,3,AV,2,0,0,65,5031.906310169041,1,-16.406111198780312,"0,0,0"
17.833333333333332,182,AV,2,0,0,43,2356.6239767387897,2,-8.75551269135592,"0,0,0"
17.95,83,AV,2,0,0,43,1394.1294719570767,10,-26.06731668919742,"0,0,0"
12.583333333333334,144,AV,0,0,0,36,343.40004820457364,1,-0.5501163826292589,"0,0,0"
29.266666666666666,148,AV,1,0,0,67,974.2582375089823,1,-2.970134487961411,"0,0,0"
12.516666666666667,135,AV,2,0,0,33,2285.8845778904138,2,-5.960761520818406,"0,0,0"
16.583333333333332,102,AV,0,0,0,44,184.70224385738888,1,-0.4190602997189269,"0,0,0"
15.366666666666667,55,AV,0,0,0,39,679.8899681104378,3,-3.364888284363666,"0,0,0"
11.816666666666666,15,AV,1,0,0,35,154.2701607479601,9,-1.7090241245359956,"0,0,0"
25.35,77,AV,2,0,0,52,1962.140690822222,2,-10.362555523404861,"0,0,0"
29.716666666666665,278,AV,0,0,0,69,119.90264734729368,5,-1.9557848977450056,"0,0,0"
21.033333333333335,156,AV,0,0,0,52,879.4569147307811,10,-19.36865670816399,"0,0,0"
20.416666666666668,36,AV,2,0,0,48,1476.4370889593283,5,-15.699960364367858,"0,0,0"
22.45,268,AV,2,0,0,50,171.15878971364504,3,-1.2007858840847907,"0,0,0"
22.0,19,AV,2,0,0,49,276.83741534969,1,-0.6344190768430396,"0,0,0"
18.083333333333332,130,AV,2,0,0,43,1436.3967163814054,3,-8.117137694134506,"0,0,0"
24.916666666666668,167,AV,0,0,0,56,1093.203701105051,2,-5.774790045666845,"0,0,0"
29.333333333333332,22,AV,0,0,0,70,184.16464873139336,1,-0.6627253155681464,"0,0,0"
30.3,201,AV,0,0,0,73,2627.59696502592,5,-41.566764604315296,"0,0,0"
14.816666666666666,219,AV,2,0,0,38,127.88883641009588,2,-0.39476797072421954,"0,0,0"
6.916666666666667,236,AV,0,0,0,14,88.88131449909257,1,-0.1640377526338948,"0,0,0"
25.55,16,AV,1,0,0,56,99.21817886091677,2,-0.5281300978950882,"0,0,0"
25.6,50,AV,2,0,0,54,575.1506531095453,2,-3.067470149917575,"0,0,0"
27.966666666666665,51,AV,2,0,0,60,502.2305276133777,1,-1.463095182873694,"0,0,0"
27.683333333333334,280,AV,2,0,0,58,158.6453765370725,4,-1.8299303501949822,"0,0,0"
20.333333333333332,202,AV,0,0,0,51,5817.004719747628,6,-74.02443498012609,"0,0,0"
32.266666666666666,101,AV,1,0,0,71,399.1768206980226,5,-6.7083882367306575,"0,0,0"
31.4,30,AV,0,0,0,85,751.2181641591902,2,-5.014218823874702,"0,0,0"
27.0,85,AV,2,0,0,58,409.2186221552265,1,-1.1509273748115747,"0,0,0"
13.1,42,AV,0,0,0,38,399.2352950386727,1,-0.6447898296881888,"0,0,0"
20.483333333333334,205,AV,1,0,0,49,1007.7329331621582,1,-2.1501801646810637,"0,0,0"
20.95,272,AV,2,0,0,48,41.97637947099244,10,-0.9160470311638453,"0,0,0"
21.883333333333333,149,AV,1,0,0,52,1479.2287287157783,6,-20.231534591706428,"0,0,0"
22.25,224,AV,2,0,0,51,2272.1000265325147,6,-31.596390993967784,"0,0,0"
