id,origin,destination,start_time,income,kind
0,0,0,67,381.3218977270381,Human
1,0,0,42,388.2787303527966,Human
2,0,0,34,465.3670128771111,Human
3,0,0,32,473.5024380788758,Human
4,0,0,65,491.0984231068265,Human
5,0,0,74,497.26542980048754,Human
6,0,0,39,522.440884226393,Human
7,0,0,44,539.5213747330826,Human
8,0,0,48,541.9839687696077,Human
9,0,0,42,542.8991684878858,Human
10,0,0,75,566.7055292848979,Human
11,0,0,42,586.3474640105957,Human
12,0,0,23,586.8516376274475,Human
13,0,0,29,591.6693204447811,Human
14,0,0,58,597.1498506777683,Human
15,0,0,41,600.3305173079323,Human
16,0,0,50,610.4868582393152,Human
17,0,0,94,616.3739675020589,Human
18,0,0,66,627.4062491148882,Human
19,0,0,34,636.6552097563458,Human
20,0,0,47,639.9143284368583,Human
21,0,0,48,640.5426603936758,Human
22,0,0,45,658.4091024775607,Human
23,0,0,41,676.2529471816457,Human
24,0,0,60,682.056612603955,Human
25,0,0,28,742.6585956180782,Human
26,0,0,87,743.7553910389753,Human
27,0,0,34,753.7709081553346,Human
28,0,0,34,776.0711537761008,Human
29,0,0,53,779.2240782816187,Human
30,0,0,48,783.6834518391023,Human
31,0,0,31,813.126641713825,Human
32,0,0,55,818.0604611907775,Human
33,0,0,100,822.5771428470101,Human
34,0,0,54,825.4433072334436,Human
35,0,0,25,837.3801312568858,Human
36,0,0,60,844.3352662229099,Human
37,0,0,35,854.5785374972068,Human
38,0,0,62,861.805442805673,Human
39,0,0,50,863.3540159882258,Human
40,0,0,75,863.5619359671642,Human
41,0,0,40,870.7377108213431,Human
42,0,0,44,877.2934597877683,Human
43,0,0,37,877.6907461205365,Human
44,0,0,38,881.2906222289953,Human
45,0,0,43,892.1845339920479,Human
46,0,0,24,904.859336063587,Human
47,0,0,62,912.6272274022258,Human
48,0,0,48,921.9548251796884,Human
49,0,0,86,933.6906207466446,Human
50,0,0,54,946.2003450753726,Human
51,0,0,65,961.7772661313056,Human
52,0,0,37,979.5720138781878,Human
53,0,0,34,985.8695826897422,Human
54,0,0,5,1005.9867386644172,Human
55,0,0,37,1022.032321197676,Human
56,0,0,49,1046.6558973464134,Human
57,0,0,41,1047.1205397958274,Human
58,0,0,27,1052.4070316009115,Human
59,0,0,7,1059.8377785859489,Human
60,0,0,63,1074.3823512953045,Human
61,0,0,66,1083.524948441525,Human
62,0,0,79,1097.8259349569896,Human
63,0,0,63,1104.4445206976068,Human
64,0,0,42,1111.987968807459,Human
65,0,0,74,1122.7546975855585,Human
66,0,0,67,1141.5133047894662,Human
67,0,0,35,1148.2139867956057,Human
68,0,0,55,1148.9174546898266,Human
69,0,0,48,1150.2916000513435,Human
70,0,0,38,1150.4391077840953,Human
71,0,0,43,1174.3503864217532,Human
72,0,0,54,1234.5997004771,Human
73,0,0,21,1251.6500609663929,Human
74,0,0,34,1261.43865123121,Human
75,0,0,62,1275.9312017726234,Human
76,0,0,55,1293.252850487379,Human
77,0,0,78,1294.2551843223837,Human
78,0,0,62,1310.9401185904849,Human
79,0,0,58,1317.647826688136,Human
80,0,0,53,1386.7650627050614,Human
81,0,0,60,1389.0632502942228,Human
82,0,0,14,1391.0507319816634,Human
83,0,0,53,1404.912317929139,Human
84,0,0,22,1405.7852601227096,Human
85,0,0,63,1444.5182772575097,Human
86,0,0,52,1454.957177165027,Human
87,0,0,47,1460.8215047913693,Human
88,0,0,75,1475.2077210572677,Human
89,0,0,47,1490.1599361877834,Human
90,0,0,59,1496.328062426438,Human
91,0,0,53,1507.5005543882637,Human
92,0,0,74,1527.6889462703334,Human
93,0,0,35,1530.0661682302475,Human
94,0,0,44,1541.4014724042315,Human
95,0,0,55,1546.5147326922538,Human
96,0,0,59,1552.9853059451273,Human
97,0,0,66,1567.0706205360798,Human
98,0,0,63,1592.2311391495805,Human
99,0,0,44,1592.6375082496468,Human
100,0,0,59,1594.6992934726818,Human
101,0,0,74,1596.1763216794554,Human
102,0,0,64,1635.9686818612918,Human
103,0,0,56,1639.6236094811811,Human
104,0,0,50,1659.6531244520008,Human
