id,origin,destination,start_time,income,kind
0,0,0,57,417.8295094645922,Human
1,0,0,41,419.7646265090227,Human
2,0,0,76,437.8567856598078,Human
3,0,0,46,449.0833195935783,Human
4,0,0,65,513.3463032142733,Human
5,0,0,44,522.2875039790788,Human
6,0,0,62,541.9839687696077,Human
7,0,0,34,567.550811201735,Human
8,0,0,80,571.0932451196882,Human
9,0,0,31,572.7967315704935,Human
10,0,0,44,588.8906571209208,Human
11,0,0,69,597.1498506777683,Human
12,0,0,65,610.4868582393152,Human
13,0,0,55,614.9217871931492,Human
14,0,0,32,627.4062491148882,Human
15,0,0,59,639.9143284368583,Human
16,0,0,13,649.7132696839626,Human
17,0,0,62,720.4688823460104,Human
18,0,0,63,727.2326469992182,Human
19,0,0,71,736.5379020629116,Human
20,0,0,27,742.4887258523852,Human
21,0,0,61,743.7818724069466,Human
22,0,0,45,753.5670156580491,Human
23,0,0,74,753.7709081553346,Human
24,0,0,59,767.6170681366935,Human
25,0,0,67,802.5586880039084,Human
26,0,0,48,806.3598325453933,Human
27,0,0,48,832.3173438658397,Human
28,0,0,29,844.3352662229099,Human
29,0,0,49,845.7864251007381,Human
30,0,0,53,850.3216016091212,Human
31,0,0,42,859.2772315809713,Human
32,0,0,71,861.805442805673,Human
33,0,0,55,870.7377108213431,Human
34,0,0,22,877.2934597877683,Human
35,0,0,14,877.6907461205365,Human
36,0,0,53,881.2906222289953,Human
37,0,0,83,904.859336063587,Human
38,0,0,85,905.8209551718018,Human
39,0,0,58,913.5589076746268,Human
40,0,0,43,931.9887487728153,Human
41,0,0,34,938.3100494872764,Human
42,0,0,47,961.7772661313056,Human
43,0,0,78,968.7072844723906,Human
44,0,0,74,978.4447105201264,Human
45,0,0,67,979.5720138781878,Human
46,0,0,59,985.8695826897422,Human
47,0,0,47,1025.7249596144625,Human
48,0,0,63,1040.734547163155,Human
49,0,0,48,1059.8377785859489,Human
50,0,0,5,1062.4074567339185,Human
51,0,0,57,1076.386102050743,Human
52,0,0,35,1089.3140785512585,Human
53,0,0,36,1100.389953660579,Human
54,0,0,34,1104.4445206976068,Human
55,0,0,12,1117.0806745336297,Human
56,0,0,37,1129.1321270070612,Human
57,0,0,38,1141.5133047894662,Human
58,0,0,73,1148.9174546898266,Human
59,0,0,36,1194.3606142611325,Human
60,0,0,27,1200.7903182940884,Human
61,0,0,46,1234.5997004771,Human
62,0,0,54,1249.5878531833848,Human
63,0,0,58,1260.3927948639828,Human
64,0,0,57,1261.43865123121,Human
65,0,0,78,1267.69032506861,Human
66,0,0,33,1317.647826688136,Human
67,0,0,33,1323.5149786113286,Human
68,0,0,49,1365.417472605012,Human
69,0,0,80,1373.5659577718477,Human
70,0,0,61,1391.0507319816634,Human
71,0,0,29,1404.912317929139,Human
72,0,0,57,1434.4967426379471,Human
73,0,0,44,1446.9812594843625,Human
74,0,0,59,1447.5744631551047,Human
75,0,0,27,1460.106853854364,Human
76,0,0,63,1485.5718097438446,Human
77,0,0,40,1490.1599361877834,Human
78,0,0,48,1496.328062426438,Human
79,0,0,49,1503.4428459110418,Human
80,0,0,52,1526.0895405694364,Human
81,0,0,54,1530.0661682302475,Human
82,0,0,81,1538.317647081207,Human
83,0,0,53,1546.5147326922538,Human
84,0,0,58,1581.438059619256,Human
85,0,0,68,1587.6148581174584,Human
86,0,0,69,1592.2311391495805,Human
87,0,0,75,1628.9397076974285,Human
88,0,0,42,1645.9523587482854,Human
89,0,0,60,1653.1781197118603,Human
90,0,0,66,1659.6531244520008,Human
91,0,0,33,1661.9571573900298,Human
92,0,0,48,1664.0464513081895,Human
93,0,0,50,1682.490559712908,Human
94,0,0,50,1703.2333497257905,Human
95,0,0,40,1717.0377309640771,Human
96,0,0,62,1723.69240549938,Human
97,0,0,63,1778.835052690156,Human
98,0,0,46,1782.711710770346,Human
99,0,0,69,1797.659883656486,Human
100,0,0,53,1830.3424648913517,Human
101,0,0,70,1836.592480640456,Human
102,0,0,53,1869.7531794209297,Human
103,0,0,61,1888.2149669861096,Human
104,0,0,61,1900.764377468582,Human
105,0,0,46,1921.5023446668008,Human
106,0,0,52,1927.298426803608,Human
107,0,0,74,1945.516475481125,Human
108,0,0,57,1963.0347272178835,Human
109,0,0,26,2010.868248891871,Human
110,0,0,51,2015.5588757501516,Human
111,0,0,53,2022.4315636845977,Human
112,0,0,67,2034.664800296876,Human
113,0,0,41,2035.9911412414244,Human
114,0,0,50,2046.5713793034688,Human
115,0,0,31,2052.607856914241,Human
116,0,0,48,2078.9202215407213,Human
117,0,0,38,2105.6010448069283,Human
118,0,0,39,2108.868816674547,Human
119,0,0,49,2141.869626207308,Human
120,0,0,72,2147.781038516846,Human
121,0,0,55,2187.718469250836,Human
122,0,0,68,2187.907521251699,Human
123,0,0,26,2193.4249838744518,Human
124,0,0,64,2218.7455195521825,Human
125,0,0,46,2239.257430619588,Human
126,0,0,42,2241.037238818388,Human
127,0,0,70,2271.53748778668,Human
128,0,0,52,2280.385817754286,Human
129,0,0,33,2335.4036410281064,Human
130,0,0,51,2344.9936519099742,Human
131,0,0,49,2347.541384251396,Human
132,0,0,46,2352.9451803313505,Human
133,0,0,64,2392.7441380289174,Human
134,0,0,73,2411.397471856681,Human
135,0,0,46,2417.357356239525,Human
136,0,0,43,2421.0391237858234,Human
137,0,0,51,2446.4664131825853,Human
138,0,0,24,2472.005569054355,Human
139,0,0,50,2476.7673195544394,Human
140,0,0,74,2478.182963693478,Human
141,0,0,11,2520.718778515204,Human
142,0,0,31,2520.757475212996,Human
143,0,0,49,2528.765907819195,Human
144,0,0,43,2533.2754137277425,Human
145,0,0,81,2563.744074524839,Human
146,0,0,68,2574.4307659940623,Human
147,0,0,60,2587.8859091729414,Human
148,0,0,76,2619.168197182975,Human
149,0,0,52,2622.7149314101284,Human
150,0,0,47,2722.266725979925,Human
151,0,0,59,2744.8905386527767,Human
152,0,0,38,2747.619709803412,Human
153,0,0,56,2756.9260540590044,Human
154,0,0,53,2758.442965787371,Human
155,0,0,28,2767.495209174315,Human
156,0,0,55,2797.307504072895,Human
157,0,0,40,2813.5576138103806,Human
158,0,0,25,2818.3733061874163,Human
159,0,0,46,2835.850686157305,Human
160,0,0,50,2857.6088215719105,Human
161,0,0,50,2857.712092786687,Human
162,0,0,77,2857.8751728516777,Human
163,0,0,77,2891.134206742707,Human
164,0,0,50,2927.9701715656583,Human
165,0,0,3,2942.323800284961,Human
166,0,0,39,2946.490055333797,Human
167,0,0,77,2953.761118311176,Human
168,0,0,43,2964.6777926145683,Human
169,0,0,48,2965.4163440895786,Human
170,0,0,71,2969.8754393798326,Human
171,0,0,60,2987.078671303881,Human
172,0,0,77,2991.769966736588,Human
173,0,0,38,3024.224513765153,Human
174,0,0,47,3032.1279287666234,Human
175,0,0,60,3046.5766145774583,Human
176,0,0,100,3064.640983136323,Human
177,0,0,47,3097.4575811220984,Human
178,0,0,65,3158.0604616132755,Human
179,0,0,59,3159.4556453821087,Human
180,0,0,59,3169.820795106812,Human
181,0,0,78,3197.7177395395383,Human
182,0,0,31,3225.188153267811,Human
183,0,0,72,3227.056348793521,Human
184,0,0,47,3230.862018062417,Human
185,0,0,54,3245.380745418587,Human
186,0,0,43,3251.3322332141274,Human
187,0,0,65,3256.7228478661937,Human
188,0,0,48,3269.866339895674,Human
189,0,0,39,3278.222126324269,Human
190,0,0,50,3292.2479258152307,Human
191,0,0,70,3301.717979419838,Human
192,0,0,44,3352.9358316496982,Human
193,0,0,49,3361.758609282253,Human
194,0,0,25,3368.9508766880413,Human
195,0,0,34,3387.2787239910285,Human
196,0,0,42,3393.6426315430986,Human
197,0,0,50,3414.9419898187493,Human
198,0,0,43,3427.0421228311798,Human
199,0,0,61,3456.1529418207683,Human
200,0,0,50,3508.846318545673,Human
201,0,0,66,3558.5090095449787,Human
202,0,0,30,3583.4963710051925,Human
203,0,0,65,3667.3634505223554,Human
204,0,0,59,3742.7752140142647,Human
205,0,0,22,3758.845856207275,Human
206,0,0,40,3773.073658575576,Human
207,0,0,34,3822.7735841463273,Human
208,0,0,45,3849.958431883558,Human
209,0,0,37,3863.855435177377,Human
210,0,0,37,3866.930621896856,Human
211,0,0,35,3958.913906791885,Human
212,0,0,47,3971.0791127863904,Human
213,0,0,71,4015.909421979459,Human
214,0,0,82,4034.238052294327,Human
215,0,0,66,4061.843573313689,Human
216,0,0,31,4113.319853961603,Human
217,0,0,72,4135.471393234625,Human
218,0,0,41,4164.701887555128,Human
219,0,0,35,4196.147454418583,Human
220,0,0,28,4200.245935785981,Human
221,0,0,44,4227.85786318916,Human
222,0,0,48,4429.527615460413,Human
223,0,0,51,4446.537177105173,Human
224,0,0,46,4547.885280126284,Human
225,0,0,44,4549.070920567666,Human
226,0,0,42,4549.115907877681,Human
227,0,0,25,4559.760277629775,Human
228,0,0,62,4617.1597275219765,Human
229,0,0,35,4617.971391102537,Human
230,0,0,40,4639.089550420253,Human
231,0,0,83,4645.51881630073,Human
232,0,0,39,4687.914961676448,Human
233,0,0,30,4689.4303597647895,Human
234,0,0,44,4705.31956239884,Human
235,0,0,38,4707.821121085941,Human
