id,origin,destination,start_time,income,kind
0,0,0,45,21.71863738525853,Human
1,0,0,37,28.11720881153488,Human
2,0,0,38,33.11520495706996,Human
3,0,0,47,41.97637947099244,Human
4,0,0,52,42.445954508197325,Human
5,0,0,63,43.65592074692805,Human
6,0,0,42,45.75346762782524,Human
7,0,0,80,50.872414683210096,Human
8,0,0,58,51.882987914413945,Human
9,0,0,57,52.360746845374194,Human
10,0,0,38,57.28193915625323,Human
11,0,0,46,62.02784652287068,Human
12,0,0,36,63.21977046916082,Human
13,0,0,36,65.33890484363302,Human
14,0,0,77,68.8695709040776,Human
15,0,0,74,68.98379933638076,Human
16,0,0,63,69.47728974011486,Human
17,0,0,45,71.85667082931167,Human
18,0,0,67,73.09160502322729,Human
19,0,0,47,74.8315279786278,Human
20,0,0,52,74.9794280162997,Human
21,0,0,42,76.40640328900129,Human
22,0,0,58,88.88131449909257,Human
23,0,0,60,95.52583579391091,Human
24,0,0,60,98.90402211905598,Human
25,0,0,88,99.17747128700466,Human
26,0,0,36,101.89439376691462,Human
27,0,0,57,103.84352821458296,Human
28,0,0,48,104.17042076097816,Human
29,0,0,55,105.23872167264082,Human
30,0,0,33,107.53285984632323,Human
31,0,0,49,108.0200955086696,Human
32,0,0,72,111.4275735234741,Human
33,0,0,68,113.76740875199872,Human
34,0,0,61,116.62531716200566,Human
35,0,0,41,117.1485875969615,Human
36,0,0,25,119.42036083671664,Human
37,0,0,33,121.13169212124645,Human
38,0,0,60,121.1666687229946,Human
39,0,0,55,121.99473896141627,Human
40,0,0,43,124.49878090740816,Human
41,0,0,68,127.48192867963044,Human
42,0,0,41,127.88883641009588,Human
43,0,0,61,128.9179362306729,Human
44,0,0,34,128.9705579675829,Human
45,0,0,37,131.58589862126638,Human
46,0,0,20,139.74280886755346,Human
47,0,0,61,141.49505089766882,Human
48,0,0,50,141.73470508638104,Human
49,0,0,57,145.12894563693726,Human
50,0,0,39,146.50232543619936,Human
51,0,0,44,146.51648076713536,Human
52,0,0,55,146.5418908748877,Human
53,0,0,28,146.944324562573,Human
54,0,0,37,147.02502399415226,Human
55,0,0,46,149.41488924026865,Human
56,0,0,62,150.17494538557966,Human
57,0,0,43,150.75814936612252,Human
58,0,0,62,152.23574492873516,Human
59,0,0,59,157.76392188568633,Human
60,0,0,45,158.6453765370725,Human
61,0,0,59,167.26798952873736,Human
62,0,0,31,168.19174843873682,Human
63,0,0,76,170.17527463906896,Human
64,0,0,72,178.27480847600162,Human
65,0,0,52,180.2658763709112,Human
66,0,0,23,182.60447896210496,Human
67,0,0,59,184.16464873139336,Human
68,0,0,26,192.26059616986336,Human
