id,origin,destination,start_time,income,kind
0,0,0,41,419.7646265090227,Human
1,0,0,70,437.5592869272848,Human
2,0,0,26,437.8567856598078,Human
3,0,0,66,457.16351791608827,Human
4,0,0,72,473.5024380788758,Human
5,0,0,49,491.0984231068265,Human
6,0,0,35,497.26542980048754,Human
7,0,0,53,506.5869000089976,Human
8,0,0,32,508.6019702527906,Human
9,0,0,41,513.3463032142733,Human
10,0,0,30,513.7357984527049,Human
11,0,0,62,522.440884226393,Human
12,0,0,43,539.5213747330826,Human
13,0,0,43,566.7055292848979,Human
14,0,0,60,571.0932451196882,Human
15,0,0,37,572.7967315704935,Human
16,0,0,38,591.6693204447811,Human
17,0,0,36,601.3137559373858,Human
18,0,0,81,610.4868582393152,Human
19,0,0,49,615.3970356119416,Human
20,0,0,40,623.7253316558669,Human
21,0,0,74,626.2908344343901,Human
22,0,0,75,639.9143284368583,Human
23,0,0,45,640.5426603936758,Human
24,0,0,34,650.412147456106,Human
25,0,0,64,658.4091024775607,Human
26,0,0,41,670.158540600369,Human
27,0,0,54,742.6585956180782,Human
28,0,0,53,763.1985099142711,Human
29,0,0,59,767.6170681366935,Human
30,0,0,45,776.0711537761008,Human
31,0,0,54,777.0630287344238,Human
32,0,0,55,779.2240782816187,Human
33,0,0,42,793.0252767736928,Human
34,0,0,67,801.7987355487146,Human
35,0,0,58,806.3598325453933,Human
36,0,0,34,813.126641713825,Human
37,0,0,47,816.2772675203604,Human
38,0,0,67,822.5771428470101,Human
39,0,0,53,827.3783452591958,Human
40,0,0,30,827.8499544782503,Human
41,0,0,57,845.7864251007381,Human
42,0,0,41,850.3216016091212,Human
43,0,0,54,857.6590975250949,Human
44,0,0,40,859.2772315809713,Human
45,0,0,48,877.2934597877683,Human
46,0,0,18,892.1845339920479,Human
47,0,0,48,905.8209551718018,Human
48,0,0,49,923.9636394510808,Human
49,0,0,48,926.7012599248138,Human
50,0,0,48,931.9887487728153,Human
51,0,0,51,932.0432837729122,Human
52,0,0,35,934.0011274976006,Human
53,0,0,64,943.1907669438916,Human
54,0,0,39,946.2003450753726,Human
55,0,0,31,950.4213588862824,Human
56,0,0,77,975.0940381265832,Human
57,0,0,56,978.4447105201264,Human
58,0,0,36,1011.0784796502788,Human
59,0,0,61,1014.5614647146556,Human
60,0,0,40,1017.530975349866,Human
61,0,0,34,1068.5648373754009,Human
62,0,0,45,1074.3823512953045,Human
63,0,0,55,1076.386102050743,Human
64,0,0,65,1100.389953660579,Human
65,0,0,45,1111.987968807459,Human
66,0,0,42,1135.438045570021,Human
67,0,0,90,1141.5133047894662,Human
68,0,0,49,1148.2139867956057,Human
69,0,0,62,1150.2916000513435,Human
70,0,0,57,1167.011530479414,Human
71,0,0,57,1200.7903182940884,Human
72,0,0,47,1205.4292211271013,Human
73,0,0,51,1239.4416864014672,Human
74,0,0,52,1249.5878531833848,Human
75,0,0,37,1260.6549751070208,Human
76,0,0,46,1261.43865123121,Human
77,0,0,64,1275.9312017726234,Human
78,0,0,51,1291.2118623687816,Human
79,0,0,46,1293.252850487379,Human
80,0,0,43,1301.8927857652438,Human
81,0,0,33,1317.647826688136,Human
82,0,0,57,1342.087988935639,Human
83,0,0,44,1348.5865378412918,Human
84,0,0,35,1446.9812594843625,Human
85,0,0,72,1447.5744631551047,Human
86,0,0,16,1454.957177165027,Human
87,0,0,43,1457.5875839824732,Human
88,0,0,47,1460.106853854364,Human
89,0,0,84,1467.6871321740252,Human
90,0,0,49,1474.5167950508735,Human
91,0,0,52,1474.807688008607,Human
92,0,0,35,1475.2077210572677,Human
93,0,0,41,1490.1599361877834,Human
94,0,0,34,1496.328062426438,Human
95,0,0,38,1509.578116022191,Human
96,0,0,60,1517.942512651984,Human
97,0,0,61,1530.0661682302475,Human
98,0,0,75,1530.6528609905624,Human
99,0,0,47,1552.9853059451273,Human
100,0,0,77,1567.0706205360798,Human
101,0,0,73,1573.7150367511856,Human
102,0,0,33,1581.438059619256,Human
103,0,0,53,1587.6148581174584,Human
104,0,0,51,1588.8002265047048,Human
105,0,0,27,1592.2311391495805,Human
106,0,0,49,1614.9493849180149,Human
107,0,0,21,1659.6531244520008,Human
108,0,0,53,1664.0464513081895,Human
109,0,0,39,1684.196745492046,Human
110,0,0,46,1718.6657268339234,Human
111,0,0,57,1797.659883656486,Human
112,0,0,58,1799.695682844959,Human
113,0,0,91,1805.1606101798543,Human
114,0,0,65,1823.811293294481,Human
115,0,0,57,1830.3424648913517,Human
116,0,0,46,1832.3133019091129,Human
117,0,0,45,1836.3970218708375,Human
118,0,0,61,1836.592480640456,Human
119,0,0,54,1869.7531794209297,Human
120,0,0,42,1880.1756700095973,Human
121,0,0,56,1888.2149669861096,Human
122,0,0,38,1900.764377468582,Human
123,0,0,21,1922.439846447592,Human
124,0,0,53,1927.298426803608,Human
125,0,0,75,1950.0200213032829,Human
126,0,0,35,1996.532829496936,Human
127,0,0,59,1997.7276787447236,Human
128,0,0,47,2010.868248891871,Human
129,0,0,28,2011.9739719035176,Human
130,0,0,47,2030.86588445069,Human
131,0,0,30,2034.664800296876,Human
132,0,0,70,2035.9911412414244,Human
133,0,0,70,2043.1688306873104,Human
134,0,0,47,2046.5713793034688,Human
135,0,0,53,2078.9202215407213,Human
136,0,0,66,2133.445027811215,Human
137,0,0,53,2141.869626207308,Human
138,0,0,92,2142.030696222753,Human
139,0,0,62,2147.781038516846,Human
140,0,0,58,2164.09247058771,Human
141,0,0,54,2187.718469250836,Human
142,0,0,29,2193.4249838744518,Human
143,0,0,66,2198.5025098873134,Human
144,0,0,44,2212.8825544422834,Human
145,0,0,29,2215.952556227922,Human
146,0,0,58,2225.3307045190536,Human
147,0,0,42,2260.56382504795,Human
148,0,0,26,2318.1098695731453,Human
149,0,0,86,2344.9936519099742,Human
150,0,0,70,2352.9451803313505,Human
151,0,0,47,2382.718205806423,Human
152,0,0,16,2417.357356239525,Human
153,0,0,44,2436.431929205765,Human
154,0,0,5,2456.6540037696086,Human
155,0,0,44,2472.005569054355,Human
156,0,0,25,2476.7673195544394,Human
157,0,0,77,2520.757475212996,Human
158,0,0,43,2533.2754137277425,Human
159,0,0,51,2538.843693606908,Human
160,0,0,48,2553.8725848963804,Human
161,0,0,49,2561.5826276178027,Human
162,0,0,35,2574.4307659940623,Human
163,0,0,80,2580.565825479665,Human
164,0,0,50,2645.062412614309,Human
165,0,0,69,2648.588416164911,Human
166,0,0,58,2675.3892374750885,Human
167,0,0,25,2753.3979495063454,Human
168,0,0,51,2756.9260540590044,Human
169,0,0,50,2780.081336731352,Human
170,0,0,45,2793.3389947689566,Human
171,0,0,42,2813.5576138103806,Human
172,0,0,50,2815.231094880572,Human
173,0,0,48,2857.8751728516777,Human
174,0,0,70,2909.5116230827134,Human
175,0,0,62,2942.323800284961,Human
176,0,0,64,2949.689674384749,Human
177,0,0,83,2953.464044858564,Human
178,0,0,44,2953.761118311176,Human
179,0,0,47,2964.6777926145683,Human
180,0,0,81,2968.817229463249,Human
181,0,0,66,2969.8754393798326,Human
182,0,0,30,2987.078671303881,Human
183,0,0,53,2991.769966736588,Human
184,0,0,78,3001.8426729260827,Human
185,0,0,66,3048.604611013583,Human
186,0,0,29,3064.640983136323,Human
187,0,0,41,3119.7161673652217,Human
188,0,0,59,3169.820795106812,Human
189,0,0,88,3225.188153267811,Human
190,0,0,59,3236.647802754315,Human
191,0,0,30,3245.380745418587,Human
192,0,0,81,3256.7228478661937,Human
193,0,0,23,3257.3450634265246,Human
194,0,0,41,3257.969850357721,Human
195,0,0,64,3269.866339895674,Human
196,0,0,25,3274.575105225111,Human
197,0,0,66,3278.222126324269,Human
198,0,0,63,3382.383844415393,Human
199,0,0,61,3414.9419898187493,Human
200,0,0,69,3456.1529418207683,Human
201,0,0,51,3458.1247672483346,Human
202,0,0,45,3476.696831582168,Human
203,0,0,77,3480.90175047103,Human
204,0,0,53,3531.3895067900216,Human
205,0,0,29,3539.477986656502,Human
206,0,0,42,3558.5090095449787,Human
207,0,0,53,3564.273841812899,Human
208,0,0,35,3608.770587345788,Human
209,0,0,22,3724.6301341612702,Human
210,0,0,67,3759.463069718096,Human
211,0,0,44,3793.837230001502,Human
212,0,0,48,3822.7735841463273,Human
213,0,0,27,3863.855435177377,Human
214,0,0,53,3933.772930850901,Human
215,0,0,42,3941.04555698938,Human
216,0,0,71,3942.222625638348,Human
217,0,0,16,3958.913906791885,Human
218,0,0,28,3971.0791127863904,Human
219,0,0,69,3987.5502105766736,Human
220,0,0,23,4021.28082322038,Human
221,0,0,80,4034.238052294327,Human
222,0,0,34,4061.843573313689,Human
223,0,0,47,4090.160813256426,Human
224,0,0,48,4223.122456076251,Human
225,0,0,64,4381.240268036911,Human
226,0,0,32,4412.688598555705,Human
227,0,0,63,4429.527615460413,Human
228,0,0,55,4434.023444374438,Human
229,0,0,26,4547.885280126284,Human
230,0,0,64,4559.760277629775,Human
231,0,0,43,4572.8741748457805,Human
232,0,0,48,4577.590037133467,Human
233,0,0,40,4609.601315671212,Human
234,0,0,33,4617.1597275219765,Human
235,0,0,66,4635.813442599864,Human
236,0,0,51,4645.51881630073,Human
237,0,0,35,4660.29795945294,Human
238,0,0,72,4662.282088415262,Human
239,0,0,52,4704.305573257116,Human
240,0,0,62,4705.31956239884,Human
241,0,0,39,4756.448820673547,Human
242,0,0,44,4818.617258984985,Human
243,0,0,42,4864.205776554158,Human
244,0,0,45,4889.272753955773,Human
245,0,0,51,4950.077303955518,Human
246,0,0,33,4951.479839002994,Human
247,0,0,60,5064.807770076448,Human
248,0,0,60,5144.150368411208,Human
249,0,0,45,5158.4050556257225,Human
250,0,0,30,5168.6614957092925,Human
251,0,0,52,5370.167679594476,Human
252,0,0,46,5480.041794665195,Human
253,0,0,68,5568.958209200236,Human
254,0,0,88,5578.433439706214,Human
255,0,0,49,5654.280440205098,Human
256,0,0,43,5807.233742044462,Human
257,0,0,53,5825.425317043349,Human
258,0,0,65,5825.994272151124,Human
259,0,0,38,5899.132481879994,Human
260,0,0,65,5911.733280178027,Human
261,0,0,36,5984.209260784091,Human
262,0,0,41,6007.794801579103,Human
263,0,0,41,6020.57275324985,Human
264,0,0,42,6130.868263041086,Human
265,0,0,45,6248.181898567973,Human
266,0,0,66,6427.339783247283,Human
267,0,0,60,6434.117121135291,Human
268,0,0,56,6446.254396158338,Human
269,0,0,49,6918.069898529506,Human
270,0,0,91,7099.697064525982,Human
271,0,0,61,7177.938863287724,Human
272,0,0,37,7334.728577480919,Human
273,0,0,49,7336.658338656486,Human
274,0,0,25,7572.106998522375,Human
275,0,0,63,7658.5640246764915,Human
276,0,0,63,7897.119961473183,Human
