id,origin,destination,start_time,income,kind
0,0,0,56,419.7646265090227,Human
1,0,0,93,437.5592869272848,Human
2,0,0,66,465.3670128771111,Human
3,0,0,60,477.1303205766694,Human
4,0,0,37,497.26542980048754,Human
5,0,0,62,522.2875039790788,Human
6,0,0,59,542.8991684878858,Human
7,0,0,92,546.8646928603165,Human
8,0,0,32,566.7055292848979,Human
9,0,0,53,572.7967315704935,Human
10,0,0,41,591.6693204447811,Human
11,0,0,53,610.4868582393152,Human
12,0,0,39,614.9217871931492,Human
13,0,0,61,626.2908344343901,Human
14,0,0,40,636.6552097563458,Human
15,0,0,41,646.5589615252754,Human
16,0,0,51,649.7132696839626,Human
17,0,0,46,650.412147456106,Human
18,0,0,53,658.4091024775607,Human
19,0,0,24,682.056612603955,Human
20,0,0,45,699.2977112166509,Human
21,0,0,39,741.34301771214,Human
22,0,0,56,743.7553910389753,Human
23,0,0,20,743.7818724069466,Human
24,0,0,48,753.5670156580491,Human
25,0,0,34,753.7709081553346,Human
26,0,0,39,767.6170681366935,Human
27,0,0,67,777.0630287344238,Human
28,0,0,27,783.6834518391023,Human
29,0,0,42,802.5586880039084,Human
30,0,0,33,806.3598325453933,Human
31,0,0,45,813.126641713825,Human
32,0,0,59,814.1496548969513,Human
33,0,0,28,818.0604611907775,Human
34,0,0,64,825.4433072334436,Human
35,0,0,62,827.3783452591958,Human
36,0,0,48,827.8499544782503,Human
37,0,0,65,832.3173438658397,Human
38,0,0,37,849.0657401736111,Human
39,0,0,71,863.5619359671642,Human
40,0,0,44,871.0408974081768,Human
41,0,0,41,873.8892656114449,Human
42,0,0,41,905.8209551718018,Human
43,0,0,30,914.1934345695068,Human
44,0,0,37,931.9887487728153,Human
45,0,0,40,933.6906207466446,Human
46,0,0,58,938.3100494872764,Human
47,0,0,50,943.1907669438916,Human
48,0,0,56,946.2003450753726,Human
49,0,0,53,948.3478854920526,Human
50,0,0,62,954.0002559944874,Human
51,0,0,52,959.5289757906356,Human
52,0,0,64,968.7072844723906,Human
53,0,0,15,969.457736312404,Human
54,0,0,43,985.0802174553831,Human
55,0,0,27,985.8695826897422,Human
56,0,0,51,1011.0784796502788,Human
57,0,0,91,1020.7360413649084,Human
58,0,0,46,1025.7249596144625,Human
59,0,0,54,1038.299283744561,Human
60,0,0,73,1046.6558973464134,Human
61,0,0,35,1047.1205397958274,Human
62,0,0,30,1052.4070316009115,Human
63,0,0,60,1068.5648373754009,Human
64,0,0,65,1097.8259349569896,Human
65,0,0,46,1100.389953660579,Human
66,0,0,43,1111.987968807459,Human
67,0,0,31,1117.0806745336297,Human
68,0,0,37,1122.7546975855585,Human
69,0,0,50,1129.1321270070612,Human
70,0,0,52,1141.5133047894662,Human
71,0,0,35,1150.2916000513435,Human
72,0,0,50,1167.011530479414,Human
73,0,0,67,1194.3606142611325,Human
74,0,0,68,1239.4416864014672,Human
75,0,0,36,1244.4027248274256,Human
76,0,0,49,1251.6500609663929,Human
77,0,0,54,1261.43865123121,Human
78,0,0,54,1269.7848662283686,Human
79,0,0,34,1275.9312017726234,Human
80,0,0,22,1317.647826688136,Human
81,0,0,31,1342.087988935639,Human
82,0,0,58,1348.5865378412918,Human
83,0,0,45,1365.417472605012,Human
84,0,0,36,1373.5659577718477,Human
85,0,0,68,1411.5824788559885,Human
86,0,0,36,1447.5744631551047,Human
87,0,0,46,1454.957177165027,Human
88,0,0,48,1460.106853854364,Human
89,0,0,60,1460.8215047913693,Human
