id,origin,destination,start_time,income,kind
0,0,0,35,388.2787303527966,Human
1,0,0,44,424.9057127261393,Human
2,0,0,65,437.5592869272848,Human
3,0,0,61,437.8567856598078,Human
4,0,0,47,449.0833195935783,Human
5,0,0,48,491.0984231068265,Human
6,0,0,66,497.26542980048754,Human
7,0,0,51,506.5869000089976,Human
8,0,0,38,508.6019702527906,Human
9,0,0,63,541.9839687696077,Human
10,0,0,38,546.8646928603165,Human
11,0,0,26,566.7055292848979,Human
12,0,0,67,567.9518330451218,Human
13,0,0,33,572.7967315704935,Human
14,0,0,44,583.3206434887895,Human
15,0,0,47,591.6693204447811,Human
16,0,0,70,595.9176043698985,Human
17,0,0,70,600.3305173079323,Human
18,0,0,46,601.3137559373858,Human
19,0,0,61,616.3739675020589,Human
20,0,0,64,626.2908344343901,Human
21,0,0,50,627.4062491148882,Human
22,0,0,48,632.5893922142865,Human
23,0,0,45,636.6552097563458,Human
24,0,0,50,640.5426603936758,Human
25,0,0,70,650.412147456106,Human
26,0,0,45,658.4091024775607,Human
27,0,0,21,676.2529471816457,Human
28,0,0,57,682.056612603955,Human
29,0,0,61,742.4887258523852,Human
30,0,0,42,743.7553910389753,Human
31,0,0,48,743.7818724069466,Human
32,0,0,76,761.8437659652793,Human
33,0,0,40,767.6170681366935,Human
34,0,0,57,776.0711537761008,Human
35,0,0,63,777.0630287344238,Human
36,0,0,40,779.0639592631991,Human
37,0,0,42,779.2240782816187,Human
38,0,0,44,807.7368269013535,Human
39,0,0,60,816.2772675203604,Human
40,0,0,37,825.4433072334436,Human
41,0,0,44,827.3783452591958,Human
42,0,0,46,832.3173438658397,Human
43,0,0,76,857.6590975250949,Human
44,0,0,49,898.3728471886773,Human
45,0,0,47,902.2448599555772,Human
46,0,0,74,905.8209551718018,Human
47,0,0,35,913.5589076746268,Human
48,0,0,61,932.0432837729122,Human
49,0,0,48,938.3100494872764,Human
50,0,0,62,943.1907669438916,Human
51,0,0,48,954.0002559944874,Human
52,0,0,59,978.4447105201264,Human
53,0,0,39,979.573716991658,Human
54,0,0,69,985.0802174553831,Human
55,0,0,55,1011.0784796502788,Human
56,0,0,61,1014.5614647146556,Human
57,0,0,77,1020.5842314575186,Human
58,0,0,20,1022.032321197676,Human
59,0,0,63,1025.7249596144625,Human
60,0,0,23,1040.734547163155,Human
61,0,0,68,1047.1205397958274,Human
62,0,0,44,1059.8377785859489,Human
63,0,0,64,1074.3823512953045,Human
64,0,0,65,1083.524948441525,Human
65,0,0,42,1089.3140785512585,Human
66,0,0,37,1100.389953660579,Human
67,0,0,25,1104.4445206976068,Human
68,0,0,49,1129.1321270070612,Human
69,0,0,64,1141.0395517097602,Human
70,0,0,39,1148.9174546898266,Human
71,0,0,50,1150.4391077840953,Human
72,0,0,55,1200.7903182940884,Human
73,0,0,24,1234.5997004771,Human
74,0,0,40,1261.43865123121,Human
75,0,0,55,1279.3396024785957,Human
76,0,0,25,1297.4303329633815,Human
77,0,0,51,1310.9401185904849,Human
78,0,0,45,1323.5149786113286,Human
79,0,0,43,1348.5865378412918,Human
80,0,0,65,1386.7650627050614,Human
81,0,0,68,1446.9812594843625,Human
82,0,0,64,1447.5744631551047,Human
83,0,0,50,1454.957177165027,Human
84,0,0,76,1460.106853854364,Human
85,0,0,41,1474.807688008607,Human
86,0,0,36,1503.4428459110418,Human
87,0,0,65,1507.5005543882637,Human
88,0,0,41,1517.942512651984,Human
89,0,0,73,1526.0895405694364,Human
90,0,0,38,1527.6889462703334,Human
91,0,0,86,1528.3774584247917,Human
92,0,0,39,1530.0661682302475,Human
93,0,0,51,1530.6528609905624,Human
94,0,0,48,1564.4426034616197,Human
95,0,0,46,1572.8756307612184,Human
96,0,0,49,1573.7150367511856,Human
97,0,0,49,1587.6148581174584,Human
98,0,0,18,1592.2311391495805,Human
99,0,0,50,1592.6375082496468,Human
100,0,0,39,1594.6992934726818,Human
101,0,0,49,1628.9397076974285,Human
102,0,0,58,1635.9686818612918,Human
103,0,0,33,1639.6236094811811,Human
104,0,0,32,1649.648602545546,Human
105,0,0,48,1659.6531244520008,Human
106,0,0,64,1664.0464513081895,Human
107,0,0,58,1682.490559712908,Human
108,0,0,39,1684.196745492046,Human
109,0,0,58,1782.711710770346,Human
110,0,0,86,1804.2001824470888,Human
111,0,0,27,1805.1606101798543,Human
112,0,0,44,1836.592480640456,Human
113,0,0,49,1848.7234685638712,Human
114,0,0,82,1900.764377468582,Human
115,0,0,47,1927.298426803608,Human
116,0,0,64,1942.5668635563816,Human
117,0,0,51,1945.516475481125,Human
118,0,0,35,1950.0200213032829,Human
119,0,0,3,1986.5043233563797,Human
120,0,0,15,2011.9739719035176,Human
121,0,0,77,2030.86588445069,Human
122,0,0,52,2033.019749384408,Human
123,0,0,76,2078.9202215407213,Human
124,0,0,13,2105.159940183184,Human
125,0,0,35,2105.6010448069283,Human
126,0,0,54,2108.868816674547,Human
127,0,0,60,2131.3254046090938,Human
128,0,0,62,2139.4702648744856,Human
129,0,0,36,2158.6935677652164,Human
130,0,0,22,2198.5025098873134,Human
